title,genres,popularity,release_date,budget,revenue,vote_count,vote_average,status,runtime,imdb_id,Metascore,imdbRating
Venom,"['Science Fiction', 'Action']",242.586,2018-09-28,116000000,856085151,16115,6.833,Released,112,tt1270797,35,6.6
Knox Goes Away,"['Crime', 'Thriller', 'Action']",216.167,2024-03-15,0,0,280,6.9,Released,114,tt20115766,54,7.0
Dune: Part Two,"['Science Fiction', 'Adventure']",210.08,2024-02-27,190000000,714444358,5757,8.2,Released,167,tt15239678,N/A,8.5
The Soul Eater,"['Thriller', 'Horror', 'Crime', 'Mystery']",246.641,2024-04-24,3500000,864825,90,6.2,Released,111,tt28821588,N/A,6.0
Le clitoris,"['Animation', 'Documentary']",108.522,2016-06-18,0,0,11,6.1,Released,3,tt7103560,N/A,7.1
Ratatouille,"['Animation', 'Comedy', 'Family', 'Fantasy']",117.12,2007-06-21,150000000,623726000,17079,7.826,Released,111,tt0382932,96,8.1
Jurassic World Dominion,"['Adventure', 'Action', 'Science Fiction']",100.374,2022-06-01,165000000,1001978080,6113,6.687,Released,147,tt8041270,38,5.6
Terminator Genisys,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",89.986,2015-06-23,155000000,440603537,8390,5.936,Released,126,tt1340138,38,6.3
Wish,"['Animation', 'Family', 'Fantasy', 'Adventure']",122.461,2023-11-13,175000000,254997360,1482,6.3,Released,95,tt11304740,N/A,5.6
Purpose of Tutoring,"['Romance', 'Drama']",94.104,2023-12-07,0,0,3,7.0,Released,71,,,
The Killer's Game,"['Action', 'Comedy', 'Crime']",140.117,2024-09-12,30000000,5928351,150,6.8,Released,104,tt0327785,N/A,5.7
The Lord of the Rings: The Return of the King,"['Adventure', 'Fantasy', 'Action']",128.131,2003-12-17,94000000,1118888979,24323,8.483,Released,201,tt0167260,94,9.0
Sonic the Hedgehog 2,"['Action', 'Adventure', 'Family', 'Comedy']",282.007,2022-03-30,110000000,405421518,5020,7.5,Released,123,tt12412888,47,6.5
Leggings Mania,"['Drama', 'Romance']",125.662,2023-07-13,0,0,1,5.0,Released,99,,,
Shrek 2,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']",120.942,2004-05-19,150000000,935454538,12316,7.282,Released,92,tt0298148,75,7.4
Joker,"['Crime', 'Thriller', 'Drama']",123.288,2019-10-01,55000000,1078958629,25828,8.144,Released,122,tt7286456,59,8.4
Lembayung,"['Horror', 'Thriller']",98.873,2024-09-19,0,0,5,7.3,Released,123,tt29899715,N/A,6.4
MO002 SQ エボルーション Vol.2 巨乳人妻教師 ： 沢井芽衣,[],126.303,2005-08-01,0,0,2,5.5,Released,0,,,
Harry Potter and the Deathly Hallows: Part 2,"['Fantasy', 'Adventure']",134.292,2011-07-12,125000000,1341511219,20579,8.092,Released,130,tt1201607,85,8.1
National Lampoon's Christmas Vacation,['Comedy'],125.217,1989-11-30,27000000,71300000,2377,7.2,Released,97,tt0097958,49,7.5
Pirates of the Caribbean: On Stranger Tides,"['Adventure', 'Action', 'Fantasy']",120.288,2011-05-15,379000000,1045700000,13998,6.6,Released,137,tt1298650,45,6.6
The Dark Tower,"['Fantasy', 'Action', 'Science Fiction']",93.002,2017-08-03,60000000,113231078,5083,5.7,Released,95,tt1648190,34,5.6
Spider-Man,"['Action', 'Science Fiction']",133.462,2002-05-01,139000000,821708551,19103,7.303,Released,121,tt0145487,73,7.4
The Inseparables,"['Animation', 'Adventure', 'Comedy', 'Family']",122.902,2023-09-01,0,311198,39,6.5,Released,90,tt20221460,N/A,5.8
1978,"['Horror', 'Thriller', 'Drama']",123.144,2024-10-16,0,0,5,6.7,Released,81,tt33304396,N/A,6.2
Harry Potter and the Goblet of Fire,"['Adventure', 'Fantasy']",143.692,2005-11-16,150000000,895921036,20708,7.8,Released,157,tt0330373,81,7.7
A Christmas Carol,"['Animation', 'Family', 'Fantasy']",134.742,2009-11-04,200000000,325286646,4560,6.9,Released,94,tt1067106,55,6.8
Ice Age,"['Animation', 'Comedy', 'Family', 'Adventure']",88.734,2002-03-10,59000000,383257136,13274,7.4,Released,81,tt0268380,61,7.5
Pirates of the Caribbean: Dead Man's Chest,"['Adventure', 'Fantasy', 'Action']",118.934,2006-07-06,200000000,1065700000,15953,7.364,Released,151,tt0383574,53,7.4
Outside,"['Horror', 'Thriller']",130.985,2024-10-17,0,0,114,6.1,Released,131,tt32643879,N/A,N/A
Wrath of Man,"['Crime', 'Action', 'Thriller']",139.299,2021-04-22,40000000,103966489,5314,7.634,Released,118,tt11083552,57,7.1
The Canterville Ghost,"['Animation', 'Comedy', 'Family', 'Fantasy']",132.285,2023-09-22,10000000,2000000,27,6.3,Released,89,tt2403439,N/A,6.0
Godzilla Minus One,"['Science Fiction', 'Horror', 'Action']",110.227,2023-11-03,15000000,115857413,2357,7.6,Released,124,tt23289160,N/A,7.7
The Marvels,"['Science Fiction', 'Adventure', 'Action']",97.528,2023-11-08,274800000,207089999,2722,6.1,Released,105,tt10676048,N/A,5.5
The Equalizer,"['Thriller', 'Action', 'Crime']",111.23,2014-09-24,55000000,192330738,9052,7.3,Released,132,tt0455944,57,7.2
My Old Ass,"['Comedy', 'Drama']",117.831,2024-09-13,3000000,5705895,177,6.771,Released,89,tt18559464,N/A,7.0
Harry Potter and the Order of the Phoenix,"['Adventure', 'Fantasy']",125.096,2007-07-08,150000000,938212738,19471,7.7,Released,138,tt0373889,71,7.5
The Hobbit: The Battle of the Five Armies,"['Action', 'Adventure', 'Fantasy']",124.349,2014-12-10,250000000,956019788,14273,7.323,Released,144,tt2310332,59,7.4
"Miraculous World: Paris, Tales of Shadybug and Claw Noir","['Animation', 'Adventure', 'Action', 'Fantasy', 'Family']",128.092,2023-10-21,0,0,539,7.226,Released,48,tt29259099,N/A,8.4
Harry Potter and the Deathly Hallows: Part 1,"['Adventure', 'Fantasy']",120.838,2010-11-17,250000000,954305868,19068,7.7,Released,146,tt0926084,65,7.7
Spider-Man: Into the Spider-Verse,"['Animation', 'Action', 'Adventure', 'Science Fiction']",154.107,2018-12-06,90000000,384298736,15687,8.4,Released,117,tt4633694,87,8.4
Amityville: Where the Echo Lives,"['Horror', 'Mystery']",109.622,2024-10-28,0,0,9,6.1,Released,89,tt10071550,N/A,1.6
Dragonkeeper,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",125.097,2024-04-11,25600000,6206231,154,7.6,Released,99,tt7093904,N/A,5.7
Five Nights at Freddy's,"['Horror', 'Mystery']",95.501,2023-10-25,20000000,294803785,4094,7.5,Released,110,tt4589218,N/A,5.4
The Fall Guy,"['Action', 'Comedy', 'Romance']",131.482,2024-04-24,125000000,181073291,2449,7.1,Released,127,tt1684562,73,6.9
Zootopia,"['Animation', 'Adventure', 'Family', 'Comedy']",108.295,2016-02-11,150000000,1023784195,16339,7.8,Released,109,tt2948356,78,8.0
The 15 Year Old Girl,"['Drama', 'Romance']",111.269,1989-09-13,0,0,14,5.4,Released,86,tt0097353,N/A,6.5
Abigail,"['Horror', 'Thriller']",106.628,2024-04-16,28000000,42789989,1248,6.8,Released,109,tt27489557,N/A,6.6
The Volunteers: The Battle of Life and Death,"['Drama', 'War', 'History']",119.961,2024-09-30,0,165542662,6,8.5,Released,144,tt32843258,N/A,6.3
Challengers,"['Romance', 'Drama']",93.124,2024-04-18,55000000,94182533,1694,7.0,Released,132,tt16426418,N/A,7.1
Our Little Secret,"['Romance', 'Comedy', 'Drama']",113.631,2024-11-27,0,0,342,6.335,Released,101,tt31022050,N/A,N/A
Tangled,"['Animation', 'Family']",106.298,2010-11-24,260000000,592461732,11482,7.604,Released,100,tt0398286,71,7.7
Last Night at Terrace Lanes,"['Horror', 'Thriller', 'Comedy']",101.7,2024-01-16,0,0,5,5.8,Released,75,tt22750788,N/A,4.3
28 Weeks Later,"['Horror', 'Thriller', 'Science Fiction']",104.267,2007-04-26,15000000,65100000,4295,6.611,Released,100,tt0463854,78,6.9
Deadpool,"['Action', 'Adventure', 'Comedy']",96.784,2016-02-09,58000000,782837347,31087,7.6,Released,108,tt1431045,65,8.0
Fifty Shades Freed,"['Drama', 'Romance']",109.607,2018-01-17,55000000,371985018,7990,6.701,Released,105,tt4477536,31,4.5
Twilight of the Warriors: Walled In,"['Action', 'Adventure', 'Crime', 'Thriller']",120.218,2024-04-23,38400000,95399186,268,7.0,Released,125,tt20316748,N/A,7.0
Officer Black Belt,"['Action', 'Comedy', 'Crime']",90.447,2024-09-10,0,0,233,7.8,Released,108,tt28494829,N/A,6.8
Mr. Blake At Your Service!,"['Comedy', 'Drama', 'Romance']",110.723,2023-11-01,6700000,0,46,6.6,Released,100,tt18224752,N/A,6.4
Bosomy Mom,"['Drama', 'Romance']",105.535,2020-05-06,0,0,11,5.9,Released,69,tt12625176,N/A,7.7
Porno,"['Drama', 'Horror', 'Fantasy', 'Comedy']",101.74,1981-01-01,0,0,72,4.9,Released,83,tt0261189,N/A,5.2
Alien,"['Horror', 'Science Fiction']",106.927,1979-05-25,11000000,104931801,14818,8.158,Released,117,tt0078748,89,8.5
Spirited Away,"['Animation', 'Family', 'Fantasy']",103.989,2001-07-20,19000000,274925095,16591,8.5,Released,125,tt0245429,96,8.6
Madame Web,"['Action', 'Fantasy']",86.143,2024-02-14,80000000,100498764,1976,5.4,Released,116,tt11057302,26,4.0
Rebel Moon - Part One: A Child of Fire,"['Science Fiction', 'Drama', 'Action', 'War']",69.968,2023-12-15,83000000,0,2150,6.3,Released,134,tt14998742,N/A,5.6
Harold and the Purple Crayon,"['Family', 'Adventure', 'Fantasy', 'Comedy']",93.654,2024-07-31,40000000,31999914,227,6.903,Released,90,tt1609486,34,5.7
Megamind vs. the Doom Syndicate,"['Animation', 'Comedy', 'Science Fiction']",90.493,2024-03-29,0,0,143,4.8,Released,83,tt31122323,N/A,2.5
Christmas Is Cancelled,['Comedy'],93.571,2024-11-29,0,0,17,6.9,Released,78,tt34237408,N/A,N/A
Finding Nemo,"['Animation', 'Family']",110.277,2003-05-30,94000000,940335536,19275,7.8,Released,100,tt0266543,90,8.2
Outlaw,"['Action', 'Crime', 'Drama']",92.164,2024-06-20,0,0,94,6.0,Released,80,tt32276312,N/A,5.2
"The Tunnel to Summer, the Exit of Goodbyes","['Animation', 'Drama', 'Romance', 'Fantasy']",101.787,2022-09-09,0,872000,174,7.713,Released,83,tt17382524,N/A,7.0
Blink Twice,"['Mystery', 'Horror', 'Thriller']",95.115,2024-08-21,20000000,46393906,880,6.8,Released,103,tt14858658,N/A,6.5
Ready Player One,"['Adventure', 'Action', 'Science Fiction']",88.022,2018-03-28,175000000,607274134,15616,7.596,Released,140,tt1677720,64,7.4
Diabolik - Who Are You?,"['Crime', 'Action', 'Mystery', 'Thriller']",112.22,2023-11-30,0,0,118,6.398,Released,124,tt15307234,N/A,5.8
Shang-Chi and the Legend of the Ten Rings,"['Action', 'Adventure', 'Fantasy']",102.105,2021-09-01,150000000,432243292,9432,7.542,Released,132,tt9376612,71,7.4
Transformers: The Last Knight,"['Action', 'Adventure', 'Science Fiction']",94.542,2017-06-16,217000000,605425157,6193,6.1,Released,154,tt3371366,27,5.2
Smugglers,"['Crime', 'Action']",105.563,2023-07-26,0,0,47,6.6,Released,129,tt28106766,N/A,6.2
Cheeky,"['Comedy', 'Drama', 'Romance']",99.519,2000-01-28,2100000,0,257,5.7,Released,91,tt0200192,N/A,5.4
Defying Gravity: The Curtain Rises on Wicked,['Documentary'],126.448,2024-11-16,0,0,4,8.2,Released,41,tt32339450,N/A,N/A
The Incredibles,"['Action', 'Adventure', 'Animation', 'Family']",91.353,2004-10-27,92000000,631442092,17656,7.7,Released,115,tt0317705,90,8.0
Forrest Gump,"['Comedy', 'Drama', 'Romance']",99.977,1994-06-23,55000000,677387716,27536,8.47,Released,142,tt0109830,82,8.8
Star Wars,"['Adventure', 'Action', 'Science Fiction']",105.711,1977-05-25,11000000,775398007,20667,8.203,Released,121,tt0076759,90,8.6
The Tearsmith,"['Romance', 'Drama']",98.771,2024-04-03,7000000,0,784,6.5,Released,106,tt29114029,N/A,5.2
Trap,"['Crime', 'Thriller']",87.825,2024-07-31,30000000,82677281,1743,6.4,Released,105,tt26753003,N/A,5.9
Spider-Man: Far From Home,"['Action', 'Adventure', 'Science Fiction']",90.945,2019-06-28,160000000,1131927996,15706,7.4,Released,129,tt6320628,69,7.4
Busty Girlfriend,['Romance'],104.883,2019-03-08,0,0,16,7.219,Released,71,,,
Small Things Like These,"['Drama', 'History']",144.231,2024-11-01,0,6847510,73,7.0,Released,99,tt27196021,82,7.3
Never Let Go,"['Horror', 'Drama']",117.529,2024-09-18,20000000,21768945,267,6.3,Released,101,tt14415204,N/A,5.5
The Equalizer 3,"['Action', 'Thriller', 'Crime']",89.901,2023-08-30,70000000,190000000,3003,7.332,Released,109,tt17024450,58,6.8
Se7en,"['Crime', 'Mystery', 'Thriller']",96.713,1995-09-22,33000000,327311859,21077,8.4,Released,127,tt0114369,65,8.6
Wolfs,"['Comedy', 'Action', 'Crime']",112.232,2024-09-20,80000000,0,797,6.5,Released,108,tt14257582,60,6.5
Bangkok Breaking: Heaven and Hell,"['Action', 'Crime', 'Drama', 'Thriller']",121.092,2024-09-26,0,0,48,6.6,Released,147,tt31158592,N/A,5.8
Private Collections,"['Drama', 'Romance']",163.482,1979-06-27,0,0,13,5.2,Released,103,tt0228149,N/A,5.3
The Hangover,['Comedy'],97.222,2009-06-02,35000000,469310836,16858,7.323,Released,100,tt1119646,73,7.7
Encanto,"['Animation', 'Comedy', 'Family', 'Fantasy']",109.271,2021-10-13,135000000,261289554,9492,7.599,Released,102,tt2953050,75,7.2
The Fall Guy,"['Action', 'Comedy', 'Romance']",131.482,2024-04-24,125000000,181073291,2449,7.1,Released,127,tt1684562,73,6.9
Spider-Man: Far From Home,"['Action', 'Adventure', 'Science Fiction']",90.945,2019-06-28,160000000,1131927996,15706,7.4,Released,129,tt6320628,69,7.4
"Monsters, Inc.","['Animation', 'Comedy', 'Family']",112.135,2001-11-01,115000000,579700000,18466,7.8,Released,92,tt0198781,79,8.1
Guardians of the Galaxy Vol. 3,"['Science Fiction', 'Adventure', 'Action']",117.36,2023-05-03,250000000,845600000,6921,8.0,Released,150,tt6791350,64,7.9
Kill the Jockey,"['Comedy', 'Thriller']",119.474,2024-09-26,0,0,12,7.125,Released,96,tt28231777,67,6.7
The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']",103.231,2002-12-18,79000000,926287400,21948,8.399,Released,179,tt0167261,87,8.8
Oddity,"['Horror', 'Mystery']",108.688,2024-07-19,0,1265030,292,6.8,Released,98,tt26470109,N/A,6.7
Elf,"['Comedy', 'Family', 'Fantasy']",109.287,2003-10-09,32000000,228500000,4052,6.7,Released,97,tt0319343,64,7.1
Dakaichi: I'm Being Harassed by the Sexiest Man of the Year—The Movie: In Spain,"['Animation', 'Drama', 'Comedy', 'Romance']",109.898,2021-10-09,0,0,15,7.5,Released,78,,,
Inception,"['Action', 'Science Fiction', 'Adventure']",123.298,2010-07-15,160000000,825532764,36682,8.4,Released,148,tt1375666,74,8.8
Poor Things,"['Science Fiction', 'Romance', 'Comedy']",84.483,2023-12-07,35000000,117607117,4229,7.724,Released,142,tt14230458,88,7.8
Miranda's Victim,"['Drama', 'History']",125.007,2023-10-06,0,0,26,7.1,Released,127,tt14866108,N/A,6.6
The Karate Kid,"['Action', 'Adventure', 'Drama', 'Family']",95.663,2010-06-10,40000000,359126022,5986,6.5,Released,140,tt1155076,61,6.2
Gran Turismo,"['Adventure', 'Action', 'Drama']",99.959,2023-08-09,60000000,121700000,2719,7.806,Released,135,tt4495098,N/A,7.1
The Emperor's New Groove,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",78.647,2000-12-15,100000000,169327687,6731,7.6,Released,78,tt0120917,70,7.4
Love Actually,"['Comedy', 'Romance', 'Drama']",107.873,2003-09-07,40000000,249600000,6693,7.1,Released,135,tt0314331,55,7.6
Maladonna,['Drama'],102.728,1984-08-30,0,0,4,5.0,Released,85,tt0125902,N/A,4.8
Iron Man,"['Action', 'Science Fiction', 'Adventure']",88.574,2008-04-30,140000000,585174222,26414,7.648,Released,126,tt0371746,79,7.9
Transformers: Age of Extinction,"['Science Fiction', 'Action', 'Adventure']",97.07,2014-06-25,210000000,1104054072,8141,5.9,Released,165,tt2109248,32,5.6
Meg 2: The Trench,"['Action', 'Science Fiction', 'Horror']",106.073,2023-08-02,129000000,384056482,3425,6.474,Released,116,tt9224104,N/A,5.0
Homo Eroticus,['Comedy'],147.119,1971-09-14,0,0,5,4.8,Released,112,tt0067212,N/A,5.1
Pirates of the Caribbean: At World's End,"['Adventure', 'Fantasy', 'Action']",105.875,2007-05-19,300000000,961000000,14337,7.258,Released,169,tt0449088,50,7.1
Taken,"['Action', 'Thriller']",91.202,2008-02-18,25000000,226830568,11210,7.4,Released,94,tt0936501,51,7.7
Twilight,"['Fantasy', 'Drama', 'Romance']",94.364,2008-11-20,37000000,393616788,13529,6.294,Released,122,tt1099212,56,5.3
The Flash,"['Adventure', 'Action', 'Science Fiction']",98.52,2023-06-13,220000000,271333313,4286,6.7,Released,144,tt0439572,55,6.6
Land of Bad,"['Action', 'War', 'Thriller']",78.145,2024-02-09,18000000,7021101,1139,7.3,Released,113,tt19864802,N/A,6.6
Smile,"['Horror', 'Mystery']",117.854,2022-09-23,17000000,217408513,3320,6.7,Released,115,tt15474916,68,6.5
Riviera Revenge,['Comedy'],84.519,2024-04-24,5000000,6483501,42,6.5,Released,0,tt30442596,N/A,N/A
Road House,"['Action', 'Thriller']",93.617,2024-03-08,85000000,0,2312,7.0,Released,121,tt3359350,57,6.2
Fight Club,['Drama'],99.039,1999-10-15,63000000,100853753,29519,8.438,Released,139,tt0137523,67,8.8
Parasite,"['Comedy', 'Thriller', 'Drama']",96.558,2019-05-30,11363000,257591776,18383,8.5,Released,133,tt6751668,96,8.5
10 Lives,"['Animation', 'Comedy', 'Family', 'Fantasy']",93.249,2024-04-18,0,15973027,149,7.95,Released,87,tt7959138,N/A,5.9
The Tomorrow War,"['Action', 'Science Fiction', 'Adventure']",86.4,2021-09-03,200000000,14400000,3476,7.53,Released,138,tt9777666,45,6.6
Batman v Superman: Dawn of Justice,"['Action', 'Adventure', 'Fantasy']",90.899,2016-03-23,250000000,874362803,17958,6.0,Released,152,tt2975590,44,6.5
Talk to Me,['Horror'],100.669,2023-07-26,4500000,92000000,2994,7.2,Released,95,tt10638522,72,7.1
Kill,"['Action', 'Crime', 'Thriller', 'Drama']",95.241,2024-07-03,4800000,5600000,284,7.2,Released,105,tt28259207,N/A,7.6
20th Century Girl,"['Romance', 'Drama']",87.89,2022-10-06,119,0,694,8.159,Released,119,tt15340724,N/A,7.4
Rampage,"['Action', 'Adventure', 'Science Fiction']",70.792,2018-04-11,120000000,428028233,7037,6.5,Released,107,tt2231461,45,6.1
Pride & Prejudice,"['Drama', 'Romance']",78.811,2005-09-16,28000000,121600000,8038,8.1,Released,127,tt0414387,82,7.8
D Cup Girlfriend,['Romance'],71.031,2020-11-13,0,0,1,6.0,Released,70,,,
The Devil Wears Prada,"['Drama', 'Comedy']",66.322,2006-06-29,35000000,326706115,12034,7.4,Released,109,tt0458352,62,6.9
Ted 2,"['Comedy', 'Fantasy']",94.18,2015-06-25,68000000,215863606,7447,6.3,Released,115,tt2637276,48,6.3
Female Teacher: In Front of the Students,"['Drama', 'Mystery', 'Horror']",97.244,1982-04-09,0,0,17,6.6,Released,69,tt0226259,N/A,5.2
Purpose of Reunion,"['Romance', 'Drama']",103.554,2015-08-06,0,0,19,5.3,Released,100,tt5987506,N/A,5.3
Moana,"['Adventure', 'Comedy', 'Family', 'Animation']",112.447,2016-10-13,150000000,690860472,12595,7.6,Released,107,tt3521164,81,7.6
Lorna,['Drama'],57.876,1964-09-11,60000,0,45,5.8,Released,78,tt0058301,N/A,5.7
Superman,"['Science Fiction', 'Action', 'Adventure']",94.71,1978-12-14,55000000,300500000,3821,7.1,Released,143,tt0078346,82,7.4
Charlie and the Chocolate Factory,"['Adventure', 'Comedy', 'Family', 'Fantasy']",92.472,2005-07-13,150000000,475000000,15166,7.0,Released,115,tt0367594,72,6.7
White Chicks,"['Comedy', 'Crime']",97.761,2004-06-23,37000000,113100000,4021,6.95,Released,109,tt0381707,41,5.8
How to Train Your Dragon: The Hidden World,"['Animation', 'Family', 'Adventure']",98.203,2019-01-03,129000000,524580592,6410,7.8,Released,104,tt2386490,71,7.4
Black Panther: Wakanda Forever,"['Action', 'Adventure', 'Science Fiction']",101.852,2022-11-09,250000000,859102154,6535,7.1,Released,162,tt9114286,67,6.7
"Sex, Party and Lies","['Comedy', 'Drama']",74.517,2009-03-27,0,5723917,140,4.5,Released,107,tt0822833,N/A,3.9
'Twas the Text Before Christmas,"['Romance', 'Comedy', 'TV Movie']",68.994,2023-10-21,0,0,61,6.5,Released,85,tt27915407,N/A,7.1
LEGO Marvel Avengers: Mission Demolition,"['Animation', 'Comedy', 'Science Fiction']",116.654,2024-10-17,0,0,60,6.7,Released,44,tt33653255,N/A,6.3
Hacksaw Ridge,"['Drama', 'History', 'War']",96.179,2016-10-07,40000000,175302354,13754,8.2,Released,139,tt2119532,71,8.1
Mad Max: Fury Road,"['Action', 'Adventure', 'Science Fiction']",93.543,2015-05-13,150000000,378858340,22624,7.6,Released,121,tt1392190,90,8.1
Expend4bles,"['Action', 'Adventure', 'Thriller']",104.03,2023-09-15,100000000,37917985,1541,6.173,Released,103,tt3291150,N/A,4.8
Ghosted,"['Action', 'Comedy', 'Romance']",107.671,2023-04-18,40000000,0,1795,6.9,Released,117,tt15326988,34,5.8
Mean Girls,"['Drama', 'Comedy']",105.758,2004-04-30,17000000,130161094,8792,7.21,Released,97,tt0377092,66,7.1
Big City Greens the Movie: Spacecation,"['Animation', 'Family', 'Comedy', 'Music', 'TV Movie']",90.814,2024-06-06,0,0,26,7.6,Released,82,tt22752312,N/A,6.2
Corpse Bride,"['Romance', 'Fantasy', 'Animation']",93.487,2005-09-12,40000000,118133252,9334,7.6,Released,77,tt0121164,83,7.4
Pulp Fiction,"['Thriller', 'Crime']",110.962,1994-09-10,8500000,213928762,28017,8.5,Released,154,tt0110912,95,8.9
The Idea of You,"['Romance', 'Drama', 'Comedy']",91.524,2024-05-02,0,36178,1499,7.431,Released,116,tt9466114,N/A,6.3
Train to Busan,"['Horror', 'Thriller', 'Action']",112.875,2016-07-20,8500000,87547518,7450,7.8,Released,118,tt5700672,73,7.6
The Christmas Chronicles,"['Comedy', 'Adventure', 'Family', 'Fantasy']",107.127,2018-11-22,0,0,2173,7.1,Released,104,tt2990140,52,7.0
Captain America: Civil War,"['Adventure', 'Action', 'Science Fiction']",94.01,2016-04-27,250000000,1155046416,22690,7.444,Released,147,tt3498820,75,7.8
Black Adam,"['Action', 'Adventure', 'Science Fiction']",81.999,2022-10-19,200000000,393452111,6297,6.899,Released,125,tt6443346,41,6.2
